1,1,8,0.8,26.16,1108,7080,98,0,0,0,59,0.940725424
1,2,1,0.75,3.94,,960,0,0,0,0,8,0.8865
1,1,11,0.8,11.41,968,3660,50,0,0,0,30.5,0.800570492
1,1,12,0.8,11.41,968,3660,50,0,0,0,30.5,0.800570492
1,1,6,0.8,25.9,1170,1920,50,0,0,0,56,0.800381944
1,1,7,0.8,25.9,984,6720,38,0,0,0,56,0.800125
1,2,2,0.75,3.94,,960,0,0,0,0,8,0.755166667
1,1,3,0.75,28.08,795,6900,45,0,0,0,57.5,0.753683478
1,1,2,0.75,19.87,733,6000,34,0,0,0,55,0.753097531
1,1,1,0.75,28.08,681,6900,45,0,0,0,57.5,0.750427826
1,1,9,0.7,28.08,872,6900,44,0,0,0,57.5,0.721126957
1,1,10,0.75,19.31,578,6480,45,0,0,0,54,0.712205247
1,1,5,0.8,11.41,668,3660,50,0,0,0,30.5,0.707045902
1,2,10,0.65,3.94,,960,0,0,0,0,8,0.705916667
1,2,8,0.75,2.9,,960,0,0,0,0,8,0.676666667
1,2,4,0.75,3.94,,2160,0,0,0,0,18,0.593055556
1,2,7,0.8,2.9,,960,0,0,0,0,8,0.540729167
1,1,4,0.65,23.69,861,7200,0,0,0,0,60,0.52118
1,2,11,0.7,4.15,,1440,0,0,0,0,12,0.436326389
1,2,4,0.8,4.15,,6600,0,0,0,0,20,0.988024691
1,2,11,0.75,2.9,,5640,0,0,0,0,17,0.987880435
1,2,9,0.8,4.15,,960,0,0,0,0,8,0.956270833
1,2,3,0.75,3.94,,1560,0,0,0,0,8,0.945277778
1,2,1,0.8,3.94,,960,0,0,0,0,8,0.902916667
1,1,1,0.8,28.08,772,6300,50,0,0,0,56.5,0.800725314
1,1,3,0.8,28.08,913,6540,50,0,0,0,54.5,0.800322936
1,1,8,0.8,26.16,1261,7080,50,0,0,0,59,0.800318644
1,1,12,0.8,26.16,844,7080,63,0,0,0,59,0.800318644
1,1,11,0.8,11.61,1005,7080,50,0,0,0,29.5,0.800237288
1,1,5,0.8,11.61,659,7080,50,0,0,0,31.5,0.800148649
1,1,6,0.8,25.9,1152,6720,50,0,0,0,56,0.800125
1,1,7,0.8,25.9,1138,6720,38,0,0,0,56,0.800125
1,1,10,0.75,19.31,610,6480,56,0,0,0,54,0.787299691
1,2,2,0.8,4.15,,960,0,0,0,0,8,0.782447917
1,1,2,0.75,19.87,944,6600,45,0,0,0,55,0.75024303
1,2,10,0.7,4.15,,960,0,0,0,0,8,0.7018125
1,1,4,0.7,23.69,544,13800,0,0,0,0,60,0.700134038
1,1,9,0.7,28.08,1072,6900,40,0,0,0,57.5,0.699965217
1,2,8,0.8,2.9,,960,0,0,0,0,8,0.628333333
1,2,7,0.8,3.94,,960,0,0,0,0,8,0.6253125
1,2,3,0.75,4.15,,1560,0,0,0,0,8,0.991388889
1,2,9,0.8,3.94,,960,0,0,0,0,8,0.931645833
1,2,1,0.8,3.94,,960,0,0,0,0,8,0.915229167
1,1,6,0.8,11.61,539,6975,50,0,0,0,31,0.879714482
1,2,4,0.8,3.94,,6600,0,0,0,0,20,0.861679012
1,1,9,0.8,26.16,1278,7080,60,0,0,0,59,0.850569492
1,1,7,0.8,25.9,1227,7020,60,0,0,0,56.5,0.850436438
1,1,8,0.8,25.9,1039,6780,45,0,0,0,56.5,0.850345133
1,1,4,0.8,28.08,878,4260,50,0,0,0,55.5,0.800598058
1,1,1,0.8,26.16,1033,7080,63,0,0,0,59,0.800318644
1,1,2,0.8,28.08,782,6660,50,0,0,0,55.5,0.800237838
1,1,12,0.8,11.61,1216,6975,50,0,0,0,31,0.800030199
1,2,2,0.8,3.94,,960,0,0,0,0,8,0.792104167
1,2,10,0.7,3.94,,4320,0,0,0,0,18,0.759228395
1,1,11,0.75,19.31,513,6480,45,0,0,0,54,0.750348457
1,1,3,0.75,19.87,734,6600,45,0,0,0,55,0.75024303
1,1,10,0.7,28.08,1202,6900,40,0,0,0,57.5,0.699965217
1,2,8,0.8,2.9,,960,0,0,0,0,8,0.682708333
1,2,7,0.8,2.9,,960,0,0,0,0,8,0.667604167
1,1,5,0.7,45.67,884,6960,26,0,0,0,58,0.603432184
1,2,11,0.75,4.15,,960,0,0,0,0,8,0.345833333
1,2,1,0.8,3.94,,1920,0,0,0,0,8,0.961059028
1,2,11,0.8,3.94,,2400,0,0,0,0,10,0.939513889
1,2,4,0.8,3.94,,3840,0,0,0,0,16,0.893663194
1,2,3,0.75,4.15,,1920,0,0,0,0,8,0.875390625
1,1,9,0.8,26.16,1227,7080,75,0,0,0,59,0.850569492
1,2,9,0.8,2.9,,1920,0,0,0,0,8,0.820833333
1,2,2,0.8,3.94,,960,0,0,0,0,8,0.804416667
1,1,7,0.8,25.9,1255,6780,50,0,0,0,56.5,0.800684366
1,1,8,0.8,25.9,1047,6780,38,0,0,0,56.5,0.800684366
1,1,1,0.8,26.16,1138,7080,63,0,0,0,59,0.800318644
1,1,11,0.8,19.31,678,4800,50,0,0,0,55,0.800250962
1,1,6,0.8,11.61,712,7200,50,0,0,0,32,0.800246011
1,1,12,0.8,11.61,1037,7200,50,0,0,0,32,0.800246011
1,1,2,0.8,28.08,757,6900,50,0,0,0,57.5,0.800076522
1,1,4,0.8,28.08,759,6900,50,0,0,0,57.5,0.800076522
1,2,10,0.75,2.9,,960,0,0,0,0,8,0.763375
1,2,5,0.6,2.9,,960,0,0,0,0,8,0.759270833
1,1,10,0.75,28.08,1083,7020,45,0,0,0,58.5,0.7504
1,1,3,0.75,19.87,944,6600,45,0,0,0,55,0.75024303
1,2,7,0.8,3.94,,960,0,0,0,0,8,0.676666667
1,2,8,0.8,2.9,,960,0,0,0,0,8,0.664583333
1,1,5,0.6,21.98,666,6960,23,0,0,0,58,0.600028736
1,2,4,0.8,3.94,,4440,0,0,0,0,18,0.966781346
1,2,1,0.8,3.94,,1440,0,0,0,0,8,0.936496212
1,2,3,0.75,4.15,,1800,0,0,0,0,10,0.899166667
1,2,11,0.8,4.15,,2700,0,0,0,0,15,0.888686869
1,2,9,0.8,3.94,,1440,0,0,0,0,8,0.858143939
1,1,1,0.8,26.16,1187,10620,75,0,0,0,59,0.850502311
1,1,9,0.8,26.16,1305,10620,75,0,0,0,59,0.850502311
1,2,10,0.75,3.94,,1440,0,0,0,0,8,0.809640152
1,2,2,0.8,3.94,,1440,0,0,0,0,8,0.805909091
1,1,2,0.8,28.08,716,10350,50,0,0,0,57.5,0.800594466
1,1,4,0.8,28.08,925,10350,50,0,0,0,57.5,0.800594466
1,1,3,0.8,19.87,963,9900,50,0,0,0,55,0.800273829
1,1,12,0.8,11.61,1101,5310,50,0,0,0,31.5,0.800140969
1,1,7,0.8,25.9,1035,10170,38,0,0,0,56.5,0.800128721
1,1,8,0.8,25.9,1083,10170,38,0,0,0,56.5,0.800128721
1,1,6,0.8,11.61,910,4470,38,0,0,0,31.5,0.80007657
1,1,10,0.75,28.08,1209,10530,45,0,0,0,58.5,0.750545455
1,1,11,0.75,19.31,590,9900,45,0,0,0,55,0.750057851
1,2,8,0.8,2.9,,1440,0,0,0,0,8,0.681060606
1,1,5,0.65,21.98,808,10440,35,0,0,0,58,0.649983281
1,2,7,0.8,2.9,,1440,0,0,0,0,8,0.61625
1,2,1,0.8,3.94,,1440,0,0,0,0,8,0.951420455
1,2,9,0.8,3.94,,1440,0,0,0,0,8,0.880530303
1,1,1,0.8,26.16,1179,10620,75,0,0,0,59,0.850502311
1,1,9,0.8,26.16,1324,10620,75,0,0,0,59,0.850502311
1,1,8,0.8,25.9,1135,10170,60,0,0,0,56.5,0.850136766
1,2,3,0.75,4.15,,2700,0,0,0,0,15,0.83
1,2,4,0.8,3.94,,4440,0,0,0,0,18,0.827186544
1,2,2,0.8,3.94,,1440,0,0,0,0,8,0.813371212
1,2,10,0.75,3.94,,1440,0,0,0,0,8,0.805909091
1,2,7,0.8,2.9,,1440,0,0,0,0,8,0.804640152
1,1,2,0.8,28.08,776,10350,63,0,0,0,57.5,0.800594466
1,1,4,0.8,28.08,990,10350,50,0,0,0,57.5,0.800594466
1,1,6,0.8,11.41,986,5490,50,0,0,0,30.5,0.800343766
1,1,3,0.8,19.87,924,9900,50,0,0,0,55,0.800273829
1,1,12,0.8,11.61,1120,5670,50,0,0,0,31.5,0.800246753
1,1,7,0.8,25.9,1066,10170,50,0,0,0,56.5,0.800128721
1,1,10,0.75,28.08,1144,10530,69,0,0,0,58.5,0.8
1,1,5,0.7,21.98,413,9720,40,0,0,0,58,0.700480831
1,2,8,0.8,2.9,,1440,0,0,0,0,8,0.681060606
1,2,6,0.8,2.9,,1800,0,0,0,0,10,0.666515152
1,1,11,0.8,31.83,568,9900,40,0,0,0,55,0.412119835
1,2,5,0.7,4.15,,1440,0,0,0,0,8,0.330113636
2,2,1,0.8,3.94,,1440,0,0,0,0,8,0.947689394
2,2,4,0.8,3.94,,12600,0,0,0,0,20,0.919905405
2,1,9,0.8,26.16,1216,10620,88,0,0,0,59,0.900215716
2,2,9,0.8,3.94,,1440,0,0,0,0,8,0.891723485
2,1,1,0.8,26.16,1189,10620,75,0,0,0,59,0.850502311
2,1,4,0.8,28.08,942,10530,75,0,0,0,58.5,0.850181818
2,1,7,0.8,25.9,1050,10170,60,0,0,0,56.5,0.850136766
2,1,8,0.8,25.9,1026,10170,60,0,0,0,56.5,0.850136766
2,2,2,0.8,3.94,,1440,0,0,0,0,8,0.835757576
2,2,5,0.7,4.15,,3840,0,0,0,0,8,0.821354167
2,1,2,0.8,28.08,783,10050,63,0,0,0,58.5,0.800497246
2,1,3,0.8,19.87,857,9900,50,0,0,0,55,0.800273829
2,1,12,0.8,11.61,548,15120,63,0,0,0,31.5,0.800107143
2,1,6,0.8,11.41,411,14640,50,0,0,0,30.5,0.800024932
2,1,10,0.75,28.08,1066,10530,69,0,0,0,58.5,0.8
2,2,10,0.75,3.94,,1440,0,0,0,0,8,0.779791667
2,2,8,0.8,2.9,,1440,0,0,0,0,8,0.735984848
2,2,3,0.75,4.15,,2160,0,0,0,0,12,0.712626263
2,2,7,0.8,2.9,,1440,0,0,0,0,8,0.681060606
2,2,11,0.8,4.15,,900,0,0,0,0,5,0.515606061
2,1,11,0.35,12.52,287,25920,38,0,0,0,54,0.349951389
2,1,5,0.7,42.41,724,10260,0,0,0,0,57,0.233705476
2,2,1,0.8,3.94,,2160,0,0,0,0,8,0.985
2,2,3,0.75,4.15,,2760,0,0,0,0,12,0.930340376
2,2,4,0.8,3.94,,6000,0,0,0,0,20,0.911589744
2,2,9,0.8,3.94,,1440,0,0,0,0,8,0.858143939
2,1,9,0.8,26.16,1122,10620,75,0,0,0,59,0.851174114
2,1,7,0.8,25.9,970,10170,60,0,0,0,56.5,0.850136766
2,1,8,0.8,25.9,1158,10170,60,0,0,0,56.5,0.850136766
2,2,10,0.8,3.94,,1440,0,0,0,0,8,0.846950758
